x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.38608258962631226,0.911061704158783,2.949837778487563e-07,0.40622472763061523,0.8324456214904785,0.018950393423438072,0.4020051062107086,0.7722430229187012,0.023430783301591873,0.38004618883132935,0.7406850457191467,0.023264843970537186,0.35378459095954895,0.7260529398918152,0.020062193274497986,0.4019851088523865,0.7400895953178406,0.007330417167395353,0.3956773281097412,0.6689199805259705,0.0053847660310566425,0.39216354489326477,0.629896342754364,0.003949381411075592,0.3865385055541992,0.5969826579093933,0.0025077741593122482,0.37801533937454224,0.7420891523361206,-0.007342862896621227,0.3760829269886017,0.6549801826477051,-0.007745268288999796,0.37521854043006897,0.6142580509185791,-0.007114694453775883,0.3725944757461548,0.581520676612854,-0.007529545109719038,0.35022521018981934,0.7559715509414673,-0.020095381885766983,0.34774354100227356,0.6686498522758484,-0.021987102925777435,0.35522860288619995,0.6427704095840454,-0.02027791552245617,0.36258411407470703,0.6267254948616028,-0.019680531695485115,0.3197481334209442,0.7797386050224304,-0.030831726267933846,0.3167526125907898,0.7129729986190796,-0.030964478850364685,0.326526403427124,0.7138277888298035,-0.022601081058382988,0.33591583371162415,0.7254041433334351,-0.016436396166682243,Domain Expansion
0.2987813949584961,0.9311816096305847,4.5375145418802276e-07,0.31682899594306946,0.861024796962738,0.0017673722468316555,0.3065577447414398,0.7998011112213135,-0.000587802438531071,0.27891266345977783,0.76295006275177,-0.003933221101760864,0.25324323773384094,0.7445570826530457,-0.007596826180815697,0.28997355699539185,0.7661502361297607,-0.007061558775603771,0.287079781293869,0.6900948286056519,-0.014004169963300228,0.28347083926200867,0.6473662257194519,-0.018032550811767578,0.27760908007621765,0.6159220933914185,-0.019586807116866112,0.261751651763916,0.7750431299209595,-0.011720363982021809,0.26029136776924133,0.6910206079483032,-0.015146072953939438,0.2590937316417694,0.6458723545074463,-0.015407759696245193,0.25688162446022034,0.6118483543395996,-0.015463268384337425,0.23645563423633575,0.7923595905303955,-0.01576460339128971,0.24267207086086273,0.7211655378341675,-0.017080964520573616,0.25364378094673157,0.7107940316200256,-0.013314270414412022,0.2611091732978821,0.7118026614189148,-0.010031299665570259,0.2164440155029297,0.8127251267433167,-0.019840562716126442,0.2224438190460205,0.760616660118103,-0.017382299527525902,0.232865571975708,0.748347282409668,-0.010475372895598412,0.24042916297912598,0.7470470070838928,-0.004603296052664518,Domain Expansion
0.2974819242954254,0.9245045185089111,4.584802582030534e-07,0.31622403860092163,0.8532058000564575,0.004090243950486183,0.3052312433719635,0.7914286255836487,0.003936665132641792,0.2799393832683563,0.7598451375961304,0.0023270065430551767,0.2556327283382416,0.7485741376876831,0.00045636153663508594,0.29327696561813354,0.7622778415679932,-0.0004915971658192575,0.29033005237579346,0.6876867413520813,-0.0035595232620835304,0.28660815954208374,0.6475822925567627,-0.005283879581838846,0.2810712456703186,0.6165021061897278,-0.005548268090933561,0.26436761021614075,0.7698345184326172,-0.004883409012109041,0.2629341781139374,0.6916410326957703,-0.005800991784781218,0.2612587809562683,0.6480097770690918,-0.005661021918058395,0.2574446499347687,0.6143171787261963,-0.005668797995895147,0.2383362203836441,0.7851341366767883,-0.008577070198953152,0.2427622377872467,0.7194919586181641,-0.008110502734780312,0.25379353761672974,0.7203096151351929,-0.004910625517368317,0.2593437135219574,0.7309089303016663,-0.0017535170773044229,0.2189761996269226,0.800683856010437,-0.012076328508555889,0.22625261545181274,0.748034656047821,-0.007577837444841862,0.23765034973621368,0.7447158694267273,2.0275649148970842e-05,0.24427422881126404,0.7525675892829895,0.006310328841209412,Domain Expansion
0.2996765971183777,0.926907479763031,4.1679146534079337e-07,0.3191399574279785,0.8577861785888672,0.007312761154025793,0.31273406744003296,0.7977805137634277,0.008192853070795536,0.28946179151535034,0.7618695497512817,0.006336660124361515,0.26820772886276245,0.7450076937675476,0.003870402928441763,0.29347825050354004,0.7643381953239441,0.0013051360147073865,0.28917646408081055,0.6895684003829956,-0.0039844149723649025,0.285890132188797,0.6473634243011475,-0.007012729998677969,0.2802574634552002,0.6161596179008484,-0.007804812863469124,0.26626935601234436,0.7718679308891296,-0.0053125531412661076,0.264603853225708,0.6886948347091675,-0.00762879429385066,0.26428502798080444,0.644960880279541,-0.006936722435057163,0.2622198164463043,0.6134082078933716,-0.0060526300221681595,0.24199578166007996,0.7877577543258667,-0.011273174546658993,0.25001710653305054,0.7192773818969727,-0.012977351434528828,0.26124680042266846,0.7200135588645935,-0.00855289027094841,0.26832136511802673,0.7313633561134338,-0.0037843938916921616,0.22243070602416992,0.8076870441436768,-0.016801750287413597,0.22672009468078613,0.7570855617523193,-0.01418547797948122,0.23537780344486237,0.746446967124939,-0.00682070991024375,0.24162209033966064,0.7469808459281921,-0.0002494009677320719,Domain Expansion
0.29843229055404663,0.9264980554580688,4.411515703850455e-07,0.3158617615699768,0.8584611415863037,0.003848350839689374,0.3079219162464142,0.7976018786430359,0.002562918234616518,0.28164976835250854,0.7607706785202026,-0.00020550531917251647,0.2569565176963806,0.7434305548667908,-0.0033059658017009497,0.2936534583568573,0.7639798521995544,-0.0038006685208529234,0.2893897294998169,0.68475741147995,-0.009266240522265434,0.28556326031684875,0.6437782645225525,-0.011745714582502842,0.27907800674438477,0.6144404411315918,-0.012278166599571705,0.2657371461391449,0.7730419039726257,-0.008956306613981724,0.26473113894462585,0.6885275840759277,-0.01175366248935461,0.26387059688568115,0.6456357836723328,-0.011547038331627846,0.2608462870121002,0.6137590408325195,-0.011149688623845577,0.24027091264724731,0.7900412678718567,-0.013517904095351696,0.24507901072502136,0.720747172832489,-0.014614594168961048,0.25475502014160156,0.7081717252731323,-0.011046376079320908,0.26124536991119385,0.7053956985473633,-0.00797087512910366,0.21953094005584717,0.8105098009109497,-0.017864931374788284,0.22454285621643066,0.7602724432945251,-0.0161006897687912,0.2345656454563141,0.7431613206863403,-0.010100679472088814,0.24245205521583557,0.7348566055297852,-0.004847690463066101,Domain Expansion
0.30434006452560425,0.9255795478820801,4.0975987758429255e-07,0.3217361569404602,0.8554043173789978,0.004731615073978901,0.3114924132823944,0.7930375933647156,0.0054552266374230385,0.2841799855232239,0.757846474647522,0.004904478322714567,0.2579624652862549,0.7431039810180664,0.003829110646620393,0.2996525168418884,0.7613781690597534,-0.0003836648247670382,0.2929648756980896,0.6852027773857117,-0.0036180573515594006,0.2882970869541168,0.6421339511871338,-0.005551708396524191,0.28208744525909424,0.6104846000671387,-0.0060099950060248375,0.27354660630226135,0.7683767676353455,-0.0053708055056631565,0.2673216760158539,0.6847854852676392,-0.004996939096599817,0.263430118560791,0.6395760774612427,-0.003959762863814831,0.2590436637401581,0.6047546863555908,-0.0036502177827060223,0.24847771227359772,0.7822847366333008,-0.009792875498533249,0.24884943664073944,0.7066537737846375,-0.007043151650577784,0.2545504868030548,0.6812360882759094,-0.0041366457007825375,0.2583182454109192,0.667407751083374,-0.002952737035229802,0.2262578159570694,0.7989969849586487,-0.014110423624515533,0.22895778715610504,0.7444338798522949,-0.008924541994929314,0.23704910278320312,0.7345737218856812,-0.0014210925437510014,0.2428339272737503,0.7361040711402893,0.004014033358544111,Domain Expansion
0.3073129951953888,0.9200045466423035,4.5545996840701264e-07,0.3247547447681427,0.854987621307373,0.0026433635503053665,0.3152024447917938,0.7881893515586853,-0.0013457473833113909,0.28915467858314514,0.7479699850082397,-0.00688853207975626,0.26406052708625793,0.7282285690307617,-0.013276500627398491,0.3059554398059845,0.7604703903198242,-0.015217148698866367,0.2969505786895752,0.6821826100349426,-0.025936920195817947,0.2911425828933716,0.6390830874443054,-0.030680730938911438,0.28407448530197144,0.605958878993988,-0.03212851658463478,0.2780047655105591,0.7737267017364502,-0.021839996799826622,0.2692774832248688,0.6871753931045532,-0.030495908111333847,0.2657819092273712,0.6388270258903503,-0.031851280480623245,0.26040545105934143,0.601934552192688,-0.03225173056125641,0.25065892934799194,0.7950670719146729,-0.027169080451130867,0.2436429262161255,0.7246409058570862,-0.03520891070365906,0.2553955018520355,0.7369046807289124,-0.029741210862994194,0.26385411620140076,0.757149338722229,-0.023087557405233383,0.22816802561283112,0.8202511072158813,-0.032036103308200836,0.22866424918174744,0.763332188129425,-0.034654438495635986,0.23775024712085724,0.7501513361930847,-0.02776975743472576,0.2432842254638672,0.7472207546234131,-0.021085301414132118,Domain Expansion
0.3052280843257904,0.9205913543701172,4.4738879978467594e-07,0.32448795437812805,0.8501577377319336,0.006526407785713673,0.3171030580997467,0.7863565683364868,0.004989405628293753,0.2943178415298462,0.7529370784759521,0.0018208015244454145,0.27013981342315674,0.7416302561759949,-0.0024966534692794085,0.30704426765441895,0.7629061937332153,-0.008418402634561062,0.30066049098968506,0.6843852996826172,-0.014472787268459797,0.29475951194763184,0.6410048604011536,-0.01746097020804882,0.2884800434112549,0.6078916788101196,-0.018287986516952515,0.2785716652870178,0.7724651098251343,-0.015338814817368984,0.2715857923030853,0.6867382526397705,-0.017367344349622726,0.26734867691993713,0.63897705078125,-0.016649557277560234,0.26197269558906555,0.6023821234703064,-0.016524724662303925,0.25075069069862366,0.7889396548271179,-0.020722223445773125,0.2455679178237915,0.7130427956581116,-0.01995762251317501,0.2511911392211914,0.6994203329086304,-0.014597618952393532,0.2541767358779907,0.6977612972259521,-0.010930660180747509,0.22762298583984375,0.8068994879722595,-0.025715529918670654,0.22852957248687744,0.747385561466217,-0.022173402830958366,0.23620523512363434,0.7354241013526917,-0.013364897109568119,0.240128755569458,0.7355154752731323,-0.006460090167820454,Domain Expansion
0.30068525671958923,0.9182344675064087,4.609097459251643e-07,0.31843698024749756,0.8530601859092712,0.004424643237143755,0.30746668577194214,0.7918194532394409,0.002389461500570178,0.2793087363243103,0.757785975933075,-0.000969455111771822,0.251979261636734,0.7435202598571777,-0.004821282345801592,0.30263158679008484,0.765791654586792,-0.009057233110070229,0.2958051562309265,0.6853076219558716,-0.015434264205396175,0.2904123365879059,0.6420631408691406,-0.017898818477988243,0.2830542325973511,0.6090145111083984,-0.017914220690727234,0.2743563652038574,0.7743171453475952,-0.01429440826177597,0.2678741216659546,0.6880319714546204,-0.016897592693567276,0.26337242126464844,0.6408370733261108,-0.015788545832037926,0.2572482228279114,0.6062299013137817,-0.01511849369853735,0.24702654778957367,0.7895719408988953,-0.01822229102253914,0.24388447403907776,0.7223605513572693,-0.019223516806960106,0.251962810754776,0.7242967486381531,-0.014086461625993252,0.25626781582832336,0.7381768822669983,-0.009365302510559559,0.22380611300468445,0.8067196607589722,-0.02178048901259899,0.22752989828586578,0.751865565776825,-0.018453340977430344,0.23657220602035522,0.7491501569747925,-0.009904423728585243,0.24122054874897003,0.7577711343765259,-0.002814982086420059,Domain Expansion
0.3071783781051636,0.9317536354064941,4.92528783979651e-07,0.32224929332733154,0.8577467203140259,0.003882424673065543,0.30911242961883545,0.7914888858795166,0.002482638694345951,0.27984511852264404,0.7555983662605286,-0.0006719580851495266,0.2519178092479706,0.740274965763092,-0.004164819605648518,0.30162331461906433,0.7650713324546814,-0.005062795244157314,0.29493284225463867,0.6866399049758911,-0.011913415975868702,0.29150161147117615,0.6430524587631226,-0.015285903587937355,0.28607043623924255,0.6081831455230713,-0.016261082142591476,0.27301597595214844,0.7729750871658325,-0.010645684786140919,0.26771998405456543,0.688515305519104,-0.015155879780650139,0.2655337154865265,0.641196072101593,-0.015220892615616322,0.2615484297275543,0.6050084829330444,-0.015204638242721558,0.24487687647342682,0.7884965538978577,-0.0154890650883317,0.2435525804758072,0.7167964577674866,-0.020056147128343582,0.2547681927680969,0.7294943332672119,-0.015472812578082085,0.26137056946754456,0.7513448596000671,-0.010068705305457115,0.2209593802690506,0.8059933185577393,-0.019974881783127785,0.22753207385540009,0.7501541972160339,-0.019909869879484177,0.23958805203437805,0.7577604651451111,-0.012287233956158161,0.24637678265571594,0.7754948735237122,-0.00513593340292573,Domain Expansion
